Sno,Customerid,Response,Followup,Channeltype,mail,email,phone,Notes,
734,2989,0,1,1,1,0,0,,
735,1996,0,1,1,1,0,0,,
736,1689,0,1,1,1,0,0,,
737,1539,1,1,2,0,1,0,,
738,4846,1,1,3,0,0,1,,
739,2462,1,1,2,0,1,0,,
740,4241,0,1,1,1,0,0,,
741,1937,0,1,1,1,0,0,,
742,1912,0,1,2,0,1,0,,
743,2908,0,1,2,0,1,0,,
744,703,0,1,1,1,0,0,,
745,3246,0,1,2,0,1,0,,
746,3405,1,1,3,0,0,1,,
747,3200,0,1,2,0,1,0,,
748,1083,1,1,2,0,1,0,,
749,961,1,1,3,0,0,1,,
750,3726,1,1,3,0,0,1,,
751,4180,0,1,2,0,1,0,,
752,3141,1,1,2,0,1,0,,
753,140,0,1,1,1,0,0,,
754,3940,0,1,1,1,0,0,,
755,4935,0,1,1,1,0,0,,
756,2257,0,1,2,0,1,0,,
757,2108,1,1,2,0,1,0,,
758,114,0,1,1,1,0,0,,
759,1506,0,1,1,1,0,0,,
760,4421,1,1,2,0,1,0,,
761,112,1,1,2,0,1,0,,
762,812,1,1,2,0,1,0,,
763,217,0,1,2,0,1,0,,
764,645,0,1,2,0,1,0,,
765,75,1,1,3,0,0,1,,
766,2125,0,1,1,1,0,0,,
767,4781,1,1,3,0,0,1,,
768,340,1,1,3,0,0,1,,
769,4249,1,1,2,0,1,0,,
770,3693,1,1,3,0,0,1,,
771,188,0,1,2,0,1,0,,
772,1871,0,1,2,0,1,0,,
773,969,0,1,1,1,0,0,,
774,1214,1,1,3,0,0,1,,
775,3508,0,1,1,1,0,0,,
776,1573,1,1,3,0,0,1,,
777,1654,0,1,2,0,1,0,,
778,3866,1,1,2,0,1,0,,
779,464,1,1,3,0,0,1,,
780,239,0,1,2,0,1,0,,
781,4644,1,1,2,0,1,0,,
782,4902,1,1,3,0,0,1,,
783,4139,0,1,2,0,1,0,,
784,1402,1,1,3,0,0,1,,
785,889,0,1,1,1,0,0,,
786,35,1,1,3,0,0,1,,
787,3949,0,1,1,1,0,0,,
788,1248,0,1,1,1,0,0,,
789,1352,1,1,3,0,0,1,,
790,729,0,1,2,0,1,0,,
791,3503,0,1,1,1,0,0,,
792,3560,1,1,3,0,0,1,,
793,1430,1,1,2,0,1,0,,
794,4508,1,1,2,0,1,0,,
795,938,0,1,1,1,0,0,,
796,3047,0,1,2,0,1,0,,
797,4348,0,1,2,0,1,0,,
798,1335,1,1,3,0,0,1,,
799,3935,1,1,3,0,0,1,,
800,4243,1,1,3,0,0,1,,
801,2324,0,1,1,1,0,0,,
802,2008,0,1,1,1,0,0,,
803,44,1,1,2,0,1,0,,
804,237,0,1,1,1,0,0,,
805,2611,0,1,1,1,0,0,,
806,3429,1,1,2,0,1,0,,
807,740,1,1,2,0,1,0,,
808,2597,0,1,1,1,0,0,,
809,254,1,1,3,0,0,1,,
810,1028,1,1,3,0,0,1,,
811,1100,1,1,3,0,0,1,,
812,444,1,1,3,0,0,1,,
813,332,1,1,3,0,0,1,,
814,499,1,1,3,0,0,1,,
815,3481,0,1,1,1,0,0,,
816,544,1,1,2,0,1,0,,
817,2023,1,1,2,0,1,0,,
818,30,1,1,2,0,1,0,,
819,4985,0,1,1,1,0,0,,
820,4974,0,1,1,1,0,0,,
821,2822,0,1,1,1,0,0,,
822,4328,1,1,2,0,1,0,,
823,1706,0,1,1,1,0,0,,
824,2069,0,1,1,1,0,0,,
825,2804,1,1,3,0,0,1,,
826,4001,1,1,3,0,0,1,,
827,3961,0,1,1,1,0,0,,
828,3347,0,1,1,1,0,0,,
829,809,1,1,3,0,0,1,,
830,2918,0,1,1,1,0,0,,
831,2135,1,1,2,0,1,0,,
832,931,0,1,2,0,1,0,,
833,1667,0,1,1,1,0,0,,
834,2091,0,1,2,0,1,0,,
835,4382,1,1,3,0,0,1,,
836,3325,1,1,3,0,0,1,,
837,2614,0,1,2,0,1,0,,
838,2909,1,1,2,0,1,0,,
839,2973,1,1,2,0,1,0,,
840,4838,0,1,1,1,0,0,,
841,3576,0,1,1,1,0,0,,
842,3411,1,1,3,0,0,1,,
843,37,0,1,1,1,0,0,,
844,602,0,1,1,1,0,0,,
845,1283,1,1,3,0,0,1,,
846,2480,1,1,3,0,0,1,,
847,3548,0,1,1,1,0,0,,
848,2861,0,1,1,1,0,0,,
849,4083,0,1,1,1,0,0,,
850,2569,1,1,3,0,0,1,,
851,262,1,1,3,0,0,1,,
852,1661,0,1,1,1,0,0,,
853,4768,0,1,1,1,0,0,,
854,3968,0,1,2,0,1,0,,
855,540,1,1,3,0,0,1,,
856,4689,1,1,2,0,1,0,,
857,1300,0,1,1,1,0,0,,
858,5,1,1,2,0,1,0,,
859,1052,1,1,2,0,1,0,,
860,1826,0,1,1,1,0,0,,
861,2346,0,1,1,1,0,0,,
862,1967,0,1,2,0,1,0,,
863,4671,0,1,2,0,1,0,,
864,1990,0,1,1,1,0,0,,
865,448,1,1,2,0,1,0,,
866,4457,1,1,3,0,0,1,,
867,3163,1,1,2,0,1,0,,
868,4204,1,1,3,0,0,1,,
869,1539,1,1,3,0,0,1,,
870,4273,0,1,1,1,0,0,,
871,4170,0,1,1,1,0,0,,
872,2048,0,1,1,1,0,0,,
873,4898,1,1,3,0,0,1,,
874,3874,0,1,1,1,0,0,,
875,2853,0,1,2,0,1,0,,
876,2432,1,1,3,0,0,1,,
877,4899,1,1,2,0,1,0,,
878,1299,1,1,3,0,0,1,,
879,4225,0,1,2,0,1,0,,
880,3907,0,1,1,1,0,0,,
881,2094,0,1,1,1,0,0,,
882,166,0,1,2,0,1,0,,
883,400,1,1,2,0,1,0,,
884,1142,0,1,1,1,0,0,,
885,4970,1,1,2,0,1,0,,
886,4688,0,1,1,1,0,0,,
887,942,0,1,2,0,1,0,,
888,3679,1,1,3,0,0,1,,
889,696,1,1,2,0,1,0,,
890,3233,1,1,3,0,0,1,,
891,280,0,1,2,0,1,0,,
892,31,1,1,3,0,0,1,,
893,973,1,1,2,0,1,0,,
894,2969,1,1,3,0,0,1,,
895,80,1,1,3,0,0,1,,
896,525,0,1,2,0,1,0,,
897,1193,1,1,3,0,0,1,,
898,208,1,1,3,0,0,1,,
899,4312,0,1,1,1,0,0,,
900,2496,0,1,1,1,0,0,,
901,4817,0,1,2,0,1,0,,
902,860,0,1,1,1,0,0,,
903,1966,1,1,2,0,1,0,,
904,2053,1,1,3,0,0,1,,
905,2587,0,1,1,1,0,0,,
906,2760,0,1,1,1,0,0,,
907,4000,0,1,2,0,1,0,,
908,4045,1,1,3,0,0,1,,
909,2354,0,1,2,0,1,0,,
910,897,1,1,3,0,0,1,,
911,3909,1,1,3,0,0,1,,
912,1933,0,1,1,1,0,0,,
913,2031,1,1,3,0,0,1,,
914,2105,0,1,1,1,0,0,,
915,4890,0,1,1,1,0,0,,
916,1621,1,1,2,0,1,0,,
917,217,1,1,3,0,0,1,,
918,2336,1,1,2,0,1,0,,
919,1308,1,1,3,0,0,1,,
920,2797,0,1,1,1,0,0,,
921,3501,0,1,2,0,1,0,,
922,3997,1,1,3,0,0,1,,
923,955,1,1,3,0,0,1,,
924,1570,1,1,2,0,1,0,,
925,329,0,1,1,1,0,0,,
926,1773,1,1,2,0,1,0,,
927,2787,0,1,1,1,0,0,,
928,1765,0,1,2,0,1,0,,
929,2927,0,1,1,1,0,0,,
930,915,1,1,2,0,1,0,,
931,4630,0,1,1,1,0,0,,
932,842,0,1,1,1,0,0,,
933,1737,0,1,1,1,0,0,,
934,1891,1,1,3,0,0,1,,
935,655,1,1,3,0,0,1,,
936,3991,1,1,3,0,0,1,,
937,423,1,1,3,0,0,1,,
938,3954,1,1,2,0,1,0,,
939,1907,0,1,1,1,0,0,,
940,845,1,1,3,0,0,1,,
941,4211,0,1,1,1,0,0,,
942,1735,0,1,1,1,0,0,,
943,2279,1,1,3,0,0,1,,
944,352,0,1,2,0,1,0,,
945,230,0,1,1,1,0,0,,
946,753,0,1,1,1,0,0,,
947,3798,1,1,2,0,1,0,,
948,4202,1,1,3,0,0,1,,
949,2972,1,1,2,0,1,0,,
950,273,1,1,3,0,0,1,,
951,2425,0,1,1,1,0,0,,
952,2960,1,1,3,0,0,1,,
953,335,0,1,1,1,0,0,,
954,905,0,1,1,1,0,0,,
955,4469,0,1,2,0,1,0,,
956,4443,0,1,2,0,1,0,,
957,588,1,1,3,0,0,1,,
958,45,1,1,3,0,0,1,,
959,2728,0,1,1,1,0,0,,
960,820,1,1,3,0,0,1,,
961,882,0,1,1,1,0,0,,
962,1938,0,1,1,1,0,0,,
963,3972,0,1,2,0,1,0,,
964,136,0,1,1,1,0,0,,
965,137,1,1,2,0,1,0,,
966,721,1,1,3,0,0,1,,
967,4203,1,1,3,0,0,1,,
968,3958,1,1,2,0,1,0,,
969,722,0,1,2,0,1,0,,
970,4746,0,1,2,0,1,0,,
971,3468,1,1,3,0,0,1,,
972,4371,0,1,1,1,0,0,,
973,1108,0,1,1,1,0,0,,
974,4733,0,1,1,1,0,0,,
975,611,1,1,3,0,0,1,,
976,3898,1,1,3,0,0,1,,
977,4937,1,1,2,0,1,0,,
978,271,0,1,1,1,0,0,,
979,4713,1,1,2,0,1,0,,
980,4797,1,1,3,0,0,1,,
981,2128,0,1,1,1,0,0,,
982,986,1,1,3,0,0,1,,
983,3890,1,1,3,0,0,1,,
984,2948,1,1,3,0,0,1,,
985,1566,0,1,2,0,1,0,,
986,3242,1,1,2,0,1,0,,
987,2546,0,1,1,1,0,0,,
988,1757,0,1,1,1,0,0,,
989,4526,1,1,3,0,0,1,,
990,929,1,1,3,0,0,1,,
991,3248,0,1,1,1,0,0,,
992,2934,0,1,1,1,0,0,,
993,1538,1,1,3,0,0,1,,
994,2864,0,1,1,1,0,0,,
995,4166,0,1,2,0,1,0,,
996,677,1,1,2,0,1,0,,
997,1297,1,1,3,0,0,1,,
998,1483,1,1,3,0,0,1,,
999,553,1,1,3,0,0,1,,
1000,2545,1,1,2,0,1,0,,
1001,972,0,1,1,1,0,0,,
1002,3634,0,1,2,0,1,0,,
1003,3011,0,1,1,1,0,0,,
1004,1158,0,1,1,1,0,0,,
1005,4290,0,1,2,0,1,0,,
1006,538,1,1,2,0,1,0,,
1007,1212,0,1,1,1,0,0,,
1008,78,0,1,1,1,0,0,,
1009,1620,0,1,1,1,0,0,,
1010,2700,0,1,1,1,0,0,,
1011,2345,1,1,3,0,0,1,,
1012,177,1,1,3,0,0,1,,
1013,2800,1,1,2,0,1,0,,
1014,216,0,1,1,1,0,0,,
1015,4236,1,1,2,0,1,0,,
1016,619,0,1,2,0,1,0,,
1017,989,1,1,3,0,0,1,,
1018,4955,0,1,1,1,0,0,,
1019,2924,1,1,3,0,0,1,,
1020,3831,0,1,2,0,1,0,,
1021,377,0,1,1,1,0,0,,
1022,4610,0,1,1,1,0,0,,
1023,994,1,1,3,0,0,1,,
1024,2763,1,1,2,0,1,0,,
1025,4190,1,1,3,0,0,1,,
1026,3384,1,1,3,0,0,1,,
1027,2697,1,1,2,0,1,0,,
1028,2984,1,1,2,0,1,0,,
1029,1115,0,1,1,1,0,0,,
1030,1320,0,1,1,1,0,0,,
1031,2570,1,1,3,0,0,1,,
1032,4424,1,1,3,0,0,1,,
1033,1779,0,1,2,0,1,0,,
1034,3765,1,1,3,0,0,1,,
1035,595,1,1,3,0,0,1,,
1036,4337,1,1,3,0,0,1,,
1037,501,0,1,2,0,1,0,,
1038,2578,0,1,1,1,0,0,,
1039,2395,0,1,1,1,0,0,,
1040,1730,1,1,3,0,0,1,,
1041,2008,0,1,2,0,1,0,,
1042,4157,0,1,1,1,0,0,,
1043,2336,1,1,2,0,1,0,,
1044,4962,0,1,1,1,0,0,,
1045,3536,1,1,3,0,0,1,,
1046,592,0,1,1,1,0,0,,
1047,3585,0,1,1,1,0,0,,
1048,626,0,1,1,1,0,0,,
1049,1208,1,1,3,0,0,1,,
1050,4167,1,1,3,0,0,1,,
1051,4298,0,1,2,0,1,0,,
1052,1253,0,1,2,0,1,0,,
1053,426,0,1,2,0,1,0,,
1054,4,0,1,2,0,1,0,,
1055,3879,0,1,1,1,0,0,,
1056,4846,1,1,2,0,1,0,,
1057,2073,0,1,2,0,1,0,,
1058,1146,0,1,2,0,1,0,,
1059,2737,1,1,2,0,1,0,,
1060,311,0,1,1,1,0,0,,
1061,390,0,1,2,0,1,0,,
1062,4594,1,1,3,0,0,1,,
1063,621,1,1,3,0,0,1,,
1064,2590,0,1,2,0,1,0,,
1065,4938,1,1,2,0,1,0,,
1066,1679,1,1,3,0,0,1,,
1067,529,0,1,2,0,1,0,,
1068,2382,1,1,3,0,0,1,,
1069,3242,1,1,3,0,0,1,,
1070,2691,1,1,3,0,0,1,,
1071,1487,1,1,2,0,1,0,,
1072,3867,0,1,1,1,0,0,,
1073,271,1,1,3,0,0,1,,
1074,3590,1,1,3,0,0,1,,
1075,3209,1,1,3,0,0,1,,
1076,4611,1,1,3,0,0,1,,
1077,1489,0,1,1,1,0,0,,
1078,1357,1,1,3,0,0,1,,
1079,3004,1,1,3,0,0,1,,
1080,2810,1,1,2,0,1,0,,
1081,183,1,1,2,0,1,0,,
1082,1906,0,1,1,1,0,0,,
1083,1387,0,1,1,1,0,0,,
1084,2750,1,1,3,0,0,1,,
1085,1599,0,1,1,1,0,0,,
1086,1715,0,1,1,1,0,0,,
1087,765,0,1,1,1,0,0,,
1088,2356,0,1,1,1,0,0,,
1089,4009,0,1,1,1,0,0,,
1090,3495,1,1,3,0,0,1,,
1091,3273,0,1,1,1,0,0,,
1092,2621,1,1,3,0,0,1,,
1093,3081,0,1,1,1,0,0,,
1094,3916,0,1,1,1,0,0,,
1095,4792,0,1,1,1,0,0,,
1096,2020,0,1,1,1,0,0,,
1097,3207,1,1,2,0,1,0,,
1098,2078,1,1,2,0,1,0,,
1099,3939,0,1,2,0,1,0,,
1100,3587,0,1,1,1,0,0,,
1101,2877,0,1,1,1,0,0,,
1102,3986,0,1,1,1,0,0,,
1103,1542,0,1,1,1,0,0,,
1104,3591,0,1,1,1,0,0,,
1105,4975,0,1,2,0,1,0,,
1106,3344,0,1,1,1,0,0,,
1107,1904,1,1,2,0,1,0,,
1108,597,0,1,1,1,0,0,,
1109,529,1,1,3,0,0,1,,
1110,1217,1,1,3,0,0,1,,
1111,1580,1,1,2,0,1,0,,
1112,2560,0,1,1,1,0,0,,
1113,242,1,1,3,0,0,1,,
1114,623,0,1,1,1,0,0,,
1115,3756,0,1,1,1,0,0,,
1116,730,0,1,1,1,0,0,,
1117,3916,0,1,1,1,0,0,,
1118,3982,1,1,3,0,0,1,,
1119,237,0,1,1,1,0,0,,
1120,1669,1,1,3,0,0,1,,
1121,394,0,1,1,1,0,0,,
1122,2744,0,1,1,1,0,0,,
1123,4634,1,1,2,0,1,0,,
1124,148,1,1,3,0,0,1,,
1125,3766,0,1,1,1,0,0,,
1126,1836,1,1,3,0,0,1,,
1127,3070,0,1,1,1,0,0,,
1128,3494,1,1,3,0,0,1,,
1129,170,1,1,3,0,0,1,,
1130,826,0,1,1,1,0,0,,
1131,4925,1,1,2,0,1,0,,
1132,1478,0,1,1,1,0,0,,
1133,1680,1,1,2,0,1,0,,
1134,4016,1,1,3,0,0,1,,
1135,2061,0,1,1,1,0,0,,
1136,2066,0,1,2,0,1,0,,
1137,1590,0,1,1,1,0,0,,
1138,3860,0,1,2,0,1,0,,
1139,2587,1,1,3,0,0,1,,
1140,2843,0,1,1,1,0,0,,
1141,1839,1,1,3,0,0,1,,
1142,1822,0,1,1,1,0,0,,
1143,4129,1,1,3,0,0,1,,
1144,2460,1,1,3,0,0,1,,
1145,3515,1,1,3,0,0,1,,
1146,4660,1,1,3,0,0,1,,
1147,263,0,1,2,0,1,0,,
1148,3694,0,1,1,1,0,0,,
1149,4297,1,1,3,0,0,1,,
1150,4736,0,1,1,1,0,0,,
1151,1725,1,1,3,0,0,1,,
1152,4550,0,1,1,1,0,0,,
1153,3117,1,1,2,0,1,0,,
1154,177,1,1,2,0,1,0,,
1155,1137,1,1,3,0,0,1,,
1156,304,1,1,3,0,0,1,,
1157,4033,0,1,1,1,0,0,,
1158,929,1,1,3,0,0,1,,
1159,3270,1,1,3,0,0,1,,
1160,650,0,1,1,1,0,0,,
1161,3930,1,1,3,0,0,1,,
1162,1578,0,1,2,0,1,0,,
1163,2293,1,1,3,0,0,1,,
1164,2722,0,1,1,1,0,0,,
1165,3853,1,1,3,0,0,1,,
1166,3172,0,1,1,1,0,0,,
1167,1956,1,1,2,0,1,0,,
1168,3603,0,1,2,0,1,0,,
1169,2482,0,1,1,1,0,0,,
1170,1969,1,1,2,0,1,0,,
1171,4956,1,1,3,0,0,1,,
1172,4693,1,1,3,0,0,1,,
1173,3554,0,1,1,1,0,0,,
1174,4824,0,1,1,1,0,0,,
1175,4232,1,1,3,0,0,1,,
1176,4480,1,1,3,0,0,1,,
1177,648,0,1,1,1,0,0,,
1178,975,0,1,1,1,0,0,,
1179,1270,1,1,3,0,0,1,,
1180,830,0,1,1,1,0,0,,
1181,3501,0,1,2,0,1,0,,
1182,2277,0,1,1,1,0,0,,
1183,3487,0,1,2,0,1,0,,
1184,1501,0,1,1,1,0,0,,
1185,1031,1,1,3,0,0,1,,
1186,2623,0,1,1,1,0,0,,
1187,1627,0,1,2,0,1,0,,
1188,2329,1,1,3,0,0,1,,
1189,1948,1,1,3,0,0,1,,
1190,2602,0,1,1,1,0,0,,
1191,1731,0,1,1,1,0,0,,
1192,4098,0,1,1,1,0,0,,
1193,2004,1,1,2,0,1,0,,
1194,1759,1,1,2,0,1,0,,
1195,3763,0,1,2,0,1,0,,
1196,7,0,1,2,0,1,0,,
1197,591,0,1,2,0,1,0,,
1198,26,1,1,3,0,0,1,,
1199,2302,1,1,3,0,0,1,,
1200,4723,0,1,1,1,0,0,,
1201,4319,1,1,2,0,1,0,,
1202,1331,0,1,1,1,0,0,,
1203,2480,0,1,1,1,0,0,,
1204,3505,1,1,3,0,0,1,,
1205,365,0,1,1,1,0,0,,
1206,613,1,1,2,0,1,0,,
1207,4309,0,1,1,1,0,0,,
1208,593,0,1,1,1,0,0,,
1209,1157,1,1,3,0,0,1,,
1210,1014,0,1,2,0,1,0,,
1211,4952,1,1,2,0,1,0,,
1212,4202,0,1,2,0,1,0,,
1213,1854,1,1,3,0,0,1,,
1214,1047,0,1,1,1,0,0,,
1215,4980,0,1,1,1,0,0,,
1216,767,1,1,3,0,0,1,,
1217,4254,1,1,3,0,0,1,,
1218,3886,0,1,1,1,0,0,,
1219,4185,0,1,2,0,1,0,,
1220,3439,1,1,3,0,0,1,,
1221,46,1,1,3,0,0,1,,
1222,310,0,1,1,1,0,0,,
1223,2816,0,1,2,0,1,0,,
1224,2419,0,1,1,1,0,0,,
1225,1351,0,1,2,0,1,0,,
1226,4002,1,1,3,0,0,1,,
1227,2062,0,1,2,0,1,0,,
1228,380,0,1,2,0,1,0,,
1229,1625,1,1,3,0,0,1,,
1230,2989,0,1,1,1,0,0,,
1231,3195,1,1,3,0,0,1,,
1232,112,1,1,3,0,0,1,,
1233,1856,1,1,2,0,1,0,,
1234,2210,0,1,1,1,0,0,,
1235,1894,0,1,1,1,0,0,,
1236,544,0,1,2,0,1,0,,
1237,3463,1,1,3,0,0,1,,
1238,1680,0,1,1,1,0,0,,
1239,4969,1,1,3,0,0,1,,
1240,3933,1,1,2,0,1,0,,
1241,1333,0,1,1,1,0,0,,
1242,3094,1,1,2,0,1,0,,
1243,1551,0,1,1,1,0,0,,
1244,2862,0,1,1,1,0,0,,
1245,81,1,1,2,0,1,0,,
1246,1171,0,1,1,1,0,0,,
1247,1176,1,1,3,0,0,1,,
1248,2431,1,1,2,0,1,0,,
1249,4636,0,1,1,1,0,0,,
1250,1568,1,1,3,0,0,1,,
1251,700,1,1,2,0,1,0,,
1252,4070,0,1,1,1,0,0,,
1253,125,1,1,3,0,0,1,,
1254,3846,0,1,1,1,0,0,,
1255,3476,0,1,1,1,0,0,,
1256,3100,0,1,2,0,1,0,,
1257,4347,0,1,2,0,1,0,,
1258,2323,0,1,1,1,0,0,,
1259,2913,0,1,1,1,0,0,,
1260,2803,0,1,2,0,1,0,,
1261,2910,1,1,2,0,1,0,,
1262,4716,1,1,3,0,0,1,,
1263,4428,1,1,3,0,0,1,,
1264,1827,0,1,2,0,1,0,,
1265,2080,0,1,1,1,0,0,,
1266,1804,1,1,3,0,0,1,,
1267,276,1,1,3,0,0,1,,
1268,2472,0,1,2,0,1,0,,
1269,887,1,1,3,0,0,1,,
1270,16,1,1,3,0,0,1,,
1271,4197,0,1,1,1,0,0,,
1272,2513,0,1,2,0,1,0,,
1273,782,1,1,2,0,1,0,,
1274,860,1,1,3,0,0,1,,
1275,4661,0,1,1,1,0,0,,
1276,4987,1,1,2,0,1,0,,
1277,1907,0,1,1,1,0,0,,
1278,478,1,1,3,0,0,1,,
1279,4053,1,1,3,0,0,1,,
1280,777,0,1,2,0,1,0,,
1281,3619,1,1,3,0,0,1,,
1282,333,1,1,2,0,1,0,,
1283,3568,0,1,1,1,0,0,,
1284,2664,1,1,3,0,0,1,,
1285,545,1,1,3,0,0,1,,
1286,1214,0,1,1,1,0,0,,
1287,1181,1,1,3,0,0,1,,
1288,3198,0,1,1,1,0,0,,
1289,1917,1,1,2,0,1,0,,
1290,3655,0,1,1,1,0,0,,
1291,4091,0,1,1,1,0,0,,
1292,2815,1,1,3,0,0,1,,
1293,599,1,1,3,0,0,1,,
1294,3553,1,1,3,0,0,1,,
1295,1512,0,1,2,0,1,0,,
1296,684,1,1,3,0,0,1,,
1297,349,1,1,3,0,0,1,,
1298,2534,0,1,2,0,1,0,,
1299,2755,1,1,2,0,1,0,,
1300,3197,0,1,1,1,0,0,,
1301,253,1,1,3,0,0,1,,
1302,1546,1,1,3,0,0,1,,
1303,3406,1,1,3,0,0,1,,
1304,606,1,1,2,0,1,0,,
1305,4491,1,1,3,0,0,1,,
1306,4079,1,1,2,0,1,0,,
1307,4275,1,1,3,0,0,1,,
1308,2312,1,1,2,0,1,0,,
1309,3734,1,1,2,0,1,0,,
1310,396,0,1,1,1,0,0,,
1311,4471,0,1,2,0,1,0,,
1312,909,1,1,3,0,0,1,,
1313,4419,1,1,3,0,0,1,,
1314,4488,1,1,3,0,0,1,,
1315,2913,0,1,2,0,1,0,,
1316,3475,0,1,1,1,0,0,,
1317,1012,0,1,2,0,1,0,,
1318,1143,1,1,3,0,0,1,,
1319,2775,1,1,3,0,0,1,,
1320,15,0,1,2,0,1,0,,
1321,1210,1,1,3,0,0,1,,
1322,4866,1,1,3,0,0,1,,
1323,3722,0,1,1,1,0,0,,
1324,3048,1,1,3,0,0,1,,
1325,4815,0,1,1,1,0,0,,
1326,2229,0,1,2,0,1,0,,
1327,3908,1,1,3,0,0,1,,
1328,2702,1,1,3,0,0,1,,
1329,1183,1,1,3,0,0,1,,
1330,2198,0,1,1,1,0,0,,
1331,4075,0,1,1,1,0,0,,
1332,3362,1,1,2,0,1,0,,
1333,1610,0,1,1,1,0,0,,
1334,760,0,1,1,1,0,0,,
1335,2212,0,1,2,0,1,0,,
1336,1895,0,1,2,0,1,0,,
1337,4998,1,1,3,0,0,1,,
1338,3645,1,1,2,0,1,0,,
1339,2263,0,1,1,1,0,0,,
1340,1916,1,1,3,0,0,1,,
1341,1688,0,1,2,0,1,0,,
1342,1243,1,1,2,0,1,0,,
1343,4226,1,1,2,0,1,0,,
1344,2674,1,1,3,0,0,1,,
1345,3604,0,1,1,1,0,0,,
1346,1342,1,1,3,0,0,1,,
1347,3866,1,1,2,0,1,0,,
1348,3991,0,1,2,0,1,0,,
1349,4174,1,1,3,0,0,1,,
1350,4329,1,1,3,0,0,1,,
1351,3415,1,1,2,0,1,0,,
1352,2595,0,1,1,1,0,0,,
1353,2148,1,1,2,0,1,0,,
1354,3944,0,1,1,1,0,0,,
1355,2920,1,1,2,0,1,0,,
1356,657,0,1,2,0,1,0,,
1357,2414,0,1,1,1,0,0,,
1358,2849,0,1,1,1,0,0,,
1359,485,1,1,3,0,0,1,,
1360,3903,1,1,2,0,1,0,,
1361,2623,0,1,2,0,1,0,,
1362,4531,0,1,1,1,0,0,,
1363,4838,1,1,3,0,0,1,,
1364,2255,0,1,2,0,1,0,,
1365,2493,0,1,1,1,0,0,,
1366,4058,0,1,1,1,0,0,,
1367,313,1,1,3,0,0,1,,
1368,1814,0,1,2,0,1,0,,
1369,153,1,1,3,0,0,1,,
1370,2289,0,1,1,1,0,0,,
1371,1684,1,1,3,0,0,1,,
1372,688,1,1,3,0,0,1,,
1373,1153,1,1,3,0,0,1,,
1374,3527,1,1,2,0,1,0,,
1375,4781,0,1,2,0,1,0,,
1376,4810,1,1,3,0,0,1,,
1377,4915,0,1,1,1,0,0,,
1378,1031,0,1,1,1,0,0,,
1379,2381,0,1,1,1,0,0,,
1380,2042,0,1,1,1,0,0,,
1381,1523,1,1,2,0,1,0,,
1382,1518,0,1,1,1,0,0,,
1383,1602,1,1,2,0,1,0,,
1384,2841,0,1,1,1,0,0,,
1385,2438,0,1,1,1,0,0,,
1386,126,0,1,1,1,0,0,,
1387,979,1,1,3,0,0,1,,
1388,3464,1,1,3,0,0,1,,
1389,2592,0,1,2,0,1,0,,
1390,4446,0,1,2,0,1,0,,
1391,3092,0,1,2,0,1,0,,
1392,3220,1,1,2,0,1,0,,
1393,2543,0,1,2,0,1,0,,
1394,1297,0,1,1,1,0,0,,
1395,1072,0,1,1,1,0,0,,
1396,602,1,1,2,0,1,0,,
1397,778,0,1,1,1,0,0,,
1398,3301,0,1,1,1,0,0,,
1399,447,1,1,2,0,1,0,,
1400,3029,1,1,2,0,1,0,,
1401,4363,1,1,3,0,0,1,,
1402,925,0,1,2,0,1,0,,
1403,3564,1,1,3,0,0,1,,
1404,4852,0,1,2,0,1,0,,
1405,297,0,1,1,1,0,0,,
1406,3072,0,1,1,1,0,0,,
1407,486,0,1,1,1,0,0,,
1408,561,1,1,3,0,0,1,,
1409,196,0,1,1,1,0,0,,
1410,3090,1,1,3,0,0,1,,
1411,3980,0,1,2,0,1,0,,
1412,2854,0,1,1,1,0,0,,
1413,1247,1,1,3,0,0,1,,
1414,4031,1,1,2,0,1,0,,
1415,261,0,1,1,1,0,0,,
1416,3944,1,1,3,0,0,1,,
1417,3615,0,1,1,1,0,0,,
1418,3931,0,1,1,1,0,0,,
1419,1133,1,1,2,0,1,0,,
1420,1426,0,1,1,1,0,0,,
1421,1838,1,1,3,0,0,1,,
1422,4903,0,1,1,1,0,0,,
1423,4946,0,1,1,1,0,0,,
1424,1349,1,1,3,0,0,1,,
1425,3414,1,1,3,0,0,1,,
1426,2273,1,1,2,0,1,0,,
1427,3020,1,1,2,0,1,0,,
1428,2157,1,1,2,0,1,0,,
1429,2006,0,1,1,1,0,0,,
1430,3935,0,1,1,1,0,0,,
1431,602,0,1,2,0,1,0,,
1432,513,1,1,3,0,0,1,,
1433,3317,1,1,3,0,0,1,,
1434,918,0,1,1,1,0,0,,
1435,560,1,1,3,0,0,1,,
1436,1286,1,1,2,0,1,0,,
1437,530,0,1,1,1,0,0,,
1438,1788,1,1,2,0,1,0,,
1439,2766,1,1,3,0,0,1,,
1440,4295,0,1,2,0,1,0,,
1441,4607,0,1,1,1,0,0,,
1442,4024,0,1,1,1,0,0,,
1443,4000,1,1,3,0,0,1,,
1444,3810,1,1,3,0,0,1,,
1445,1361,0,1,1,1,0,0,,
1446,2083,0,1,2,0,1,0,,
1447,4068,0,1,1,1,0,0,,
1448,1943,0,1,2,0,1,0,,
1449,4176,0,1,2,0,1,0,,
1450,2193,0,1,1,1,0,0,,
1451,2989,0,1,1,1,0,0,,
1452,520,1,1,3,0,0,1,,
1453,2193,1,1,3,0,0,1,,
